,location,total_sqft,bath,price,bhk,encoded_loc
543,Old Madras Road,1350.0,3.0,54.54,3,162
544,Kadugodi,1580.0,2.0,65.0,3,105
545,Sarjapur  Road,1346.0,2.0,61.92,2,177
546,others,1200.0,2.0,35.0,2,211
547,Channasandra,1340.0,2.0,48.33,3,50
548,Jigani,918.0,2.0,48.0,2,101
549,Uttarahalli,1390.0,2.0,62.55,3,197
550,Uttarahalli,1330.0,2.0,56.0,3,197
551,Jalahalli East,1260.0,2.0,60.0,3,100
552,others,1060.0,2.0,42.0,2,211
553,Haralur Road,1225.0,2.0,67.38,2,79
554,Electronic City,880.0,2.0,29.0,2,65
555,Thanisandra,1240.0,2.0,62.0,3,191
556,Kanakpura Road,1500.0,2.0,69.0,2,115
557,Haralur Road,1243.0,2.0,46.0,2,79
558,Marathahalli,1575.0,3.0,78.0,3,146
559,Kambipura,1082.0,2.0,56.0,3,111
560,Konanakunte,1637.0,3.0,73.0,3,130
561,Kanakpura Road,1665.0,3.0,86.58,3,115
562,Electronic City,1265.0,2.0,56.93,2,65
563,Thanisandra,1100.0,2.0,38.0,2,191
564,others,1500.0,3.0,62.0,3,211
565,Choodasandra,1115.0,2.0,50.0,2,54
566,Mysore Road,1070.0,2.0,45.0,2,151
567,Budigere,1162.0,2.0,57.0,2,47
568,others,1339.0,2.0,55.0,2,211
569,Hennur,1255.0,2.0,52.32,2,84
570,others,1600.0,3.0,75.0,3,211
571,others,1225.0,2.0,55.11,2,211
572,Kasturi Nagar,1570.0,3.0,80.0,3,119
573,Whitefield,1985.0,3.0,75.0,3,205
574,Hosakerehalli,1590.0,3.0,49.0,3,91
575,Electronic City Phase II,775.0,2.0,38.0,2,66
576,others,1000.0,2.0,50.0,2,211
577,Bommasandra,1035.0,2.0,41.0,2,44
578,Dasarahalli,1520.0,2.0,75.0,3,57
579,Kodigehaali,1117.0,2.0,56.0,2,127
580,Neeladri Nagar,1053.0,2.0,45.0,2,158
581,Marathahalli,1152.0,2.0,56.0,2,146
582,Frazer Town,1625.0,2.0,75.0,2,68
583,Kaggalipura,700.0,1.0,38.0,1,107
584,Yelahanka,1170.0,2.0,62.5,2,207
585,Kanakpura Road,1200.0,2.0,42.0,3,115
586,others,1480.0,2.0,65.0,2,211
587,Yelahanka,2172.5,3.0,65.255,3,207
588,Sarjapur  Road,710.0,1.0,27.0,1,177
589,others,910.0,2.0,30.5,2,211
590,Sompura,1025.0,2.0,48.0,3,185
591,Magadi Road,1442.0,2.0,46.5,2,142
592,Horamavu Agara,1453.0,2.0,46.48,3,87
593,Varthur,1024.0,2.0,42.0,2,198
594,Electronic City,1620.0,3.0,62.0,3,65
595,Whitefield,1254.0,2.0,40.0,2,205
596,Doddakallasandra,1233.0,2.0,43.0,2,61
597,Battarahalli,1945.0,3.0,97.42,3,34
598,Uttarahalli,1008.0,2.0,45.0,2,197
599,Yelenahalli,1200.0,2.0,46.17,2,209
600,Sarjapur  Road,1403.0,3.0,51.63,3,177
601,Kudlu Gate,1535.0,3.0,85.0,3,135
602,Uttarahalli,1390.0,2.0,60.47,3,197
603,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,169
604,others,1133.0,2.0,55.0,2,211
605,others,2900.0,5.0,90.0,5,211
606,Kogilu,1170.0,2.0,51.99,2,129
607,Hennur Road,1192.0,2.0,60.0,3,85
608,Rayasandra,1314.0,2.0,63.0,3,173
609,Garudachar Palya,1060.0,2.0,48.7,2,70
610,Kalyan nagar,820.0,2.0,39.0,2,110
611,others,2000.0,3.0,85.0,3,211
612,others,856.0,2.0,40.0,2,211
613,Bannerghatta Road,1484.0,3.0,52.5,3,32
614,Yelahanka New Town,500.0,1.0,20.0,1,208
615,others,485.0,1.0,15.0,1,211
616,7th Phase JP Nagar,1050.0,2.0,42.0,2,5
617,Uttarahalli,1617.0,3.0,66.68,3,197
618,others,1384.0,3.0,62.28,3,211
619,Uttarahalli,1150.0,2.0,49.0,2,197
620,Akshaya Nagar,1410.0,2.0,75.0,3,10
621,Kaggadasapura,2150.0,4.0,100.0,4,106
622,others,1508.0,3.0,70.25,3,211
623,Ramamurthy Nagar,1040.0,2.0,50.0,2,172
624,TC Palaya,1240.0,2.0,60.0,2,189
625,Kudlu Gate,1535.0,3.0,78.0,3,135
626,Abbigere,2200.0,6.0,68.0,6,9
627,Raja Rajeshwari Nagar,500.0,1.0,25.0,1,169
628,Sarjapur  Road,1035.0,2.0,45.0,2,177
629,others,2150.0,4.0,80.0,4,211
630,Chikka Tirupathi,2325.0,4.0,120.0,4,51
631,Yelahanka,1120.0,2.0,55.0,2,207
632,Yelahanka,2382.0,2.0,67.98,3,207
633,Sarjapur  Road,1128.0,2.0,59.0,2,177
634,others,1600.0,3.0,52.0,3,211
635,Pai Layout,1006.0,2.0,35.0,2,164
636,Amruthahalli,1200.0,2.0,55.0,2,12
637,others,1250.0,2.0,62.0,2,211
638,Whitefield,1140.0,2.0,41.0,2,205
639,Whitefield,1190.0,2.0,57.0,2,205
640,Kanakpura Road,1558.67,2.0,65.0,3,115
641,Whitefield,1403.0,2.0,60.81,3,205
642,Kanakpura Road,1542.0,2.0,85.0,3,115
643,Kengeri Satellite Town,1635.0,2.0,78.0,3,124
644,Mysore Road,1239.0,2.0,53.0,2,151
645,Channasandra,1009.0,2.0,38.34,2,50
646,Hosa Road,1726.0,3.0,81.99,3,90
647,Banashankari Stage V,1300.0,2.0,58.5,3,27
648,others,1800.0,3.0,80.0,3,211
649,others,925.0,2.0,48.0,2,211
650,others,1395.0,2.0,63.59,2,211
651,Sonnenahalli,1415.0,2.0,55.0,3,186
652,Begur,1419.0,2.0,59.0,3,35
653,Kambipura,1082.0,2.0,45.0,3,111
654,KR Puram,1100.0,2.0,47.0,2,103
655,Billekahalli,1650.0,3.0,88.0,3,40
656,Sarjapur  Road,1495.0,2.0,64.0,3,177
657,Nagarbhavi,1523.0,2.0,53.4,3,154
658,Whitefield,1232.0,2.0,45.0,2,205
659,Thanisandra,1430.0,2.0,51.46,3,191
660,Kothannur,1275.0,2.0,43.85,3,132
661,Electronic City,1070.0,2.0,56.1,2,65
662,Bommanahalli,1200.0,2.0,40.0,2,43
663,Haralur Road,1140.0,2.0,43.0,2,79
664,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,169
665,Rachenahalli,1530.0,2.0,74.4,3,168
666,Whitefield,1485.0,3.0,65.0,3,205
667,others,1262.0,2.0,63.0,2,211
668,JP Nagar,940.0,2.0,49.0,2,97
669,Kothanur,1840.0,3.0,69.0,3,133
670,Electronic City,890.0,2.0,45.0,2,65
671,others,1655.0,3.0,86.06,3,211
672,Bommanahalli,1730.0,3.0,96.0,3,43
673,Hosa Road,1079.0,2.0,32.37,2,90
674,Panathur,1085.0,2.0,36.0,2,165
675,Yelahanka,1075.0,2.0,51.5,2,207
676,others,1450.0,3.0,65.0,3,211
677,others,1200.0,2.0,54.0,2,211
678,Old Madras Road,935.0,2.0,32.72,2,162
679,others,1178.0,2.0,47.0,2,211
680,Chikkalasandra,1375.0,2.0,50.0,3,53
681,Chandapura,1065.0,2.0,33.0,3,49
682,others,1450.0,2.0,50.75,3,211
683,others,999.0,2.0,45.0,2,211
684,Kothannur,1100.0,2.0,40.0,2,132
685,Hoodi,2090.0,4.0,95.1,4,86
686,Dommasandra,1267.0,3.0,56.0,3,63
687,Kannamangala,1550.0,3.0,65.0,3,116
688,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,169
689,Bellandur,921.0,2.0,40.0,2,37
690,Sarjapur,1020.0,2.0,35.0,2,176
691,Billekahalli,1090.0,2.0,52.0,2,40
692,Thanisandra,1185.0,2.0,42.1,2,191
693,Doddathoguru,850.0,2.0,25.0,2,62
694,others,920.0,2.0,39.55,2,211
695,Yeshwanthpur,1850.0,3.0,100.0,3,210
696,Judicial Layout,1300.0,3.0,64.0,3,102
697,others,1595.0,3.0,76.0,3,211
698,Horamavu Agara,755.0,2.0,37.49,2,87
699,Nagasandra,4050.0,5.0,140.0,5,155
700,Kanakpura Road,1300.0,2.0,69.0,3,115
701,Bannerghatta Road,1215.0,2.0,50.0,2,32
702,Kanakpura Road,900.0,2.0,46.0,2,115
703,Banashankari Stage III,1145.0,2.0,58.4,2,26
704,Babusapalaya,1213.0,2.0,41.39,3,22
705,NGR Layout,1105.0,2.0,52.48,2,152
706,Babusapalaya,1611.0,2.0,66.0,3,22
707,others,1367.0,2.0,62.0,2,211
708,Devanahalli,1010.0,2.0,51.0,2,58
709,Anekal,620.0,2.0,22.0,2,15
710,Horamavu Agara,982.0,2.0,47.65,2,87
711,Whitefield,1330.0,2.0,71.0,2,205
712,JP Nagar,2500.0,3.0,135.0,3,97
713,others,1475.0,2.0,58.99,3,211
714,Bhoganhalli,1410.0,3.0,65.0,3,39
715,Yelahanka New Town,440.0,1.0,16.5,1,208
716,Neeladri Nagar,1363.0,2.0,68.0,2,158
717,Kogilu,650.0,2.0,28.0,2,129
718,others,1015.0,2.0,45.0,2,211
719,Horamavu Banaswadi,1156.0,2.0,46.0,2,88
720,KR Puram,1455.0,3.0,46.0,3,103
721,others,930.0,2.0,45.0,2,211
722,others,1650.0,2.0,80.0,3,211
723,Karuna Nagar,2900.0,3.0,135.0,4,117
724,others,1240.0,2.0,46.0,3,211
725,Budigere,764.0,1.0,32.0,1,47
726,Hoodi,1445.0,3.0,65.0,3,86
727,Kanakpura Road,900.0,1.0,45.0,2,115
728,Singasandra,1030.0,2.0,55.0,2,183
729,Yelahanka,1381.0,2.0,52.48,3,207
730,others,1100.0,2.0,60.0,2,211
731,Hoodi,1575.0,3.0,66.39,3,86
732,Thigalarapalya,1200.0,2.0,65.0,2,192
733,Begur Road,1200.0,2.0,43.2,2,36
734,Kammasandra,674.0,2.0,29.0,2,113
735,Whitefield,1405.0,2.0,78.0,3,205
736,Begur Road,1160.0,2.0,44.08,2,36
737,Kengeri,340.0,1.0,10.0,1,123
738,Rachenahalli,1050.0,2.0,53.5,2,168
739,Varthur,1125.0,2.0,40.0,2,198
740,Vittasandra,1246.0,2.0,68.0,2,204
741,HSR Layout,1372.0,2.0,61.0,2,78
742,Dasarahalli,1300.0,2.0,55.0,2,57
743,Channasandra,1065.0,2.0,35.0,2,50
744,others,700.0,2.0,27.0,2,211
745,Hebbal,960.995,2.0,42.72,2,81
746,others,1050.0,2.0,45.0,2,211
747,others,1250.0,3.0,39.5,3,211
748,Electronic City,865.0,2.0,42.0,2,65
749,Uttarahalli,1200.0,2.0,44.0,2,197
750,Yelahanka,628.0,1.0,24.0,1,207
751,5th Phase JP Nagar,1207.0,2.0,63.0,2,3
752,Electronic City,1130.0,2.0,32.64,2,65
753,Kengeri,1197.0,2.0,50.0,2,123
754,others,1200.0,2.0,66.0,2,211
755,Uttarahalli,1385.0,2.0,48.48,3,197
756,Whitefield,2225.0,3.0,115.0,3,205
757,others,1180.0,2.0,48.0,2,211
758,Ananth Nagar,1100.0,2.0,31.5,2,14
759,others,1435.0,3.0,70.0,3,211
760,Attibele,400.0,1.0,14.0,1,19
761,Dommasandra,1200.0,2.0,50.0,2,63
762,Whitefield,1205.0,2.0,39.0,2,205
763,Kalena Agrahara,980.0,2.0,40.0,2,109
764,Malleshpalya,1225.0,2.0,46.86,2,145
765,Whitefield,1541.0,3.0,72.0,3,205
766,Kaggalipura,950.0,2.0,39.0,2,107
767,others,1560.0,2.0,66.0,3,211
768,Chandapura,1500.0,2.0,60.0,2,49
769,Malleshpalya,1785.0,3.0,75.0,3,145
770,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2,169
771,Electronic City,910.0,2.0,42.0,2,65
772,Kundalahalli,1291.0,2.0,49.0,2,137
773,others,1070.0,2.0,42.0,2,211
774,Mahadevpura,1260.0,2.0,57.6,2,143
775,Kanakpura Road,1843.0,3.0,92.15,3,115
776,Chikka Tirupathi,3356.0,5.0,105.0,5,51
777,Konanakunte,1400.0,2.0,73.0,3,130
778,Rayasandra,1373.0,3.0,72.0,3,173
779,7th Phase JP Nagar,1035.0,2.0,41.39,2,5
780,Doddakallasandra,1010.0,2.0,40.39,2,61
781,Sarjapur,1195.0,2.0,42.0,2,176
782,HSR Layout,1750.0,3.0,95.0,3,78
783,Malleshpalya,1052.0,2.0,50.0,2,145
784,Horamavu Banaswadi,1180.0,2.0,58.0,2,88
785,Hormavu,2100.0,3.0,73.0,3,89
786,Hoodi,2863.0,4.0,140.0,4,86
787,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2,169
788,JP Nagar,1120.0,2.0,33.6,2,97
789,HSR Layout,2424.0,3.0,90.0,3,78
790,others,1300.0,2.0,60.0,2,211
791,Kanakapura,1090.0,2.0,32.69,2,114
792,Uttarahalli,1330.0,2.0,46.55,3,197
793,Banjara Layout,1294.0,2.0,48.0,3,30
794,Begur,1580.0,3.0,75.0,3,35
795,Chikka Tirupathi,1808.0,4.0,80.27,3,51
796,others,1194.0,2.0,47.0,2,211
797,others,1310.0,2.0,50.0,3,211
798,Yelahanka,3770.0,6.0,110.0,6,207
799,Bisuvanahalli,845.0,2.0,33.0,2,42
800,Hoodi,1512.0,3.0,75.77,3,86
801,Jigani,1230.0,3.0,54.0,3,101
802,others,1378.0,2.0,42.33,3,211
803,Whitefield,1277.0,2.0,61.3,2,205
804,others,1210.0,2.0,62.0,2,211
805,Yelahanka,890.0,2.0,40.0,2,207
806,others,1464.0,3.0,56.0,3,211
807,Electronic City,975.0,2.0,37.5,2,65
808,Hosa Road,1063.0,2.0,31.89,2,90
809,others,1600.0,3.0,80.0,3,211
810,others,1250.0,3.0,39.5,3,211
811,Bommanahalli,520.0,1.0,19.5,1,43
812,Marathahalli,4000.0,5.0,212.0,4,146
813,Munnekollal,1390.0,3.0,68.0,3,149
814,Whitefield,1185.0,2.0,40.0,2,205
815,Sahakara Nagar,1219.0,2.0,48.0,2,174
816,Hosa Road,1100.0,2.0,37.1,2,90
817,Kothannur,1300.0,2.0,60.0,3,132
818,Chikkabanavar,1600.0,2.0,80.0,3,52
819,Ramamurthy Nagar,1600.0,3.0,75.0,3,172
820,Shampura,1200.0,2.0,53.0,2,181
821,Kengeri,1200.0,2.0,58.0,2,123
822,Kanakapura,551.0,1.0,30.0,1,114
823,Electronics City Phase 1,1160.0,2.0,52.0,2,67
824,Kasavanhalli,1550.0,2.0,52.0,3,118
825,AECS Layout,1028.0,2.0,42.0,2,8
826,others,1100.0,2.0,50.0,2,211
827,others,1269.72,2.0,68.0,2,211
828,Electronic City Phase II,1266.0,2.0,59.0,2,66
829,others,1552.0,2.0,51.0,2,211
830,Talaghattapura,2940.5,3.0,120.0,3,190
831,Attibele,500.0,1.0,17.0,1,19
832,Hulimavu,1080.0,2.0,43.2,2,94
833,others,1300.0,2.0,65.0,2,211
834,Electronics City Phase 1,920.0,2.0,33.0,2,67
835,Harlur,1310.0,2.0,50.0,2,80
836,Horamavu Agara,1650.0,2.0,75.0,3,87
837,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2,169
838,others,2400.0,5.0,85.0,4,211
839,Konanakunte,3000.0,4.0,160.0,4,130
840,others,1243.0,2.0,58.0,2,211
841,Rachenahalli,1530.0,2.0,74.39,3,168
842,Yelahanka,1815.0,3.0,82.0,3,207
843,Electronic City Phase II,1000.0,2.0,28.88,2,66
844,Bannerghatta Road,1181.0,2.0,55.0,2,32
845,others,1616.0,3.0,75.0,3,211
846,Whitefield,1306.0,3.0,54.65,3,205
847,Whitefield,1626.0,3.0,89.0,3,205
848,Whitefield,1585.0,3.0,88.0,3,205
849,7th Phase JP Nagar,1370.0,2.0,56.17,2,5
850,Bannerghatta,1375.0,3.0,57.0,3,31
851,Kereguddadahalli,1400.0,2.0,48.0,3,125
852,Whitefield,995.0,2.0,28.585,1,205
853,Yelahanka,1150.0,2.0,46.0,2,207
854,Hebbal,1080.0,2.0,54.0,2,81
855,JP Nagar,6624.5,4.0,314.5,4,97
856,others,1410.0,2.0,67.0,2,211
857,others,1090.0,2.0,31.48,2,211
858,Ramagondanahalli,540.0,1.0,30.0,1,171
859,Sarjapur  Road,1300.0,2.0,60.0,2,177
860,9th Phase JP Nagar,1890.0,2.0,85.0,3,7
861,others,1254.0,2.0,53.0,2,211
862,Kathriguppe,1245.0,2.0,68.48,3,120
863,Chandapura,850.0,2.0,25.4,2,49
864,Marathahalli,1678.0,3.0,70.0,3,146
865,Gunjur,1600.0,3.0,75.0,3,75
866,Electronics City Phase 1,1750.0,3.0,84.0,3,67
867,Whitefield,1125.0,2.0,62.0,2,205
868,others,1000.0,2.0,50.0,2,211
869,Electronic City Phase II,1320.0,2.0,38.13,3,66
870,Kasavanhalli,1100.0,2.0,50.0,2,118
871,Uttarahalli,882.0,2.0,30.0,2,197
872,Bisuvanahalli,845.0,2.0,37.0,2,42
873,Kambipura,883.0,2.0,39.0,2,111
874,Thanisandra,1086.5,2.0,48.145,1,191
875,Brookefield,1595.0,3.0,88.0,3,46
876,others,920.0,2.0,35.0,2,211
877,Choodasandra,1300.0,2.0,57.0,2,54
878,Sarjapur,1240.0,2.0,44.0,2,176
879,8th Phase JP Nagar,1062.0,2.0,42.47,2,6
880,JP Nagar,1078.0,2.0,45.0,2,97
881,Bannerghatta Road,1460.0,2.0,72.0,3,32
882,Laggere,1200.0,1.0,48.0,1,139
883,Kammasandra,912.0,2.0,39.0,3,113
884,Mysore Road,980.0,2.0,45.47,2,151
885,Sarjapur  Road,1000.0,2.0,40.0,2,177
886,Hennur Road,1065.0,2.0,42.6,2,85
887,Yelahanka,1705.0,3.0,74.16,3,207
888,Hebbal,1100.0,2.0,50.0,2,81
889,Binny Pete,4165.0,2.0,204.0,4,41
890,others,1280.0,2.0,40.0,2,211
891,others,2000.0,3.0,85.0,3,211
892,HBR Layout,1722.0,3.0,95.0,3,76
893,others,840.0,2.0,27.0,2,211
894,Jigani,914.0,2.0,47.0,2,101
895,others,1670.0,3.0,91.86,3,211
896,Banaswadi,1184.0,2.0,53.0,2,29
897,Kodigehaali,1200.0,2.0,55.0,2,127
898,TC Palaya,1200.0,2.0,65.0,2,189
899,others,1242.0,2.0,39.7,2,211
900,Electronic City Phase II,1220.0,3.0,35.23,3,66
901,Electronic City,1360.0,2.0,75.0,3,65
902,Hennur,1225.0,2.0,57.0,2,84
903,others,1690.0,2.0,55.0,3,211
904,others,1488.0,3.0,57.0,3,211
905,JP Nagar,1050.0,1.0,44.0,1,97
906,HSR Layout,1027.0,2.0,44.0,2,78
907,Kanakpura Road,1699.0,3.0,81.94,3,115
908,Whitefield,1205.0,2.0,58.0,2,205
909,Horamavu Agara,950.0,2.0,39.0,2,87
910,CV Raman Nagar,1070.0,2.0,55.0,2,48
911,Kanakpura Road,1570.0,3.0,64.5,3,115
912,Sarjapur,1550.0,2.0,65.0,4,176
913,Electronic City,770.0,1.0,40.0,2,65
914,Babusapalaya,1167.0,2.0,39.98,3,22
915,Bommasandra,1035.0,2.0,41.73,2,44
916,Kengeri,1188.0,2.0,38.0,3,123
917,Sarjapur,1590.0,3.0,76.0,3,176
918,Nagarbhavi,884.0,2.0,36.0,1,154
919,Kaikondrahalli,1115.0,2.0,50.0,2,108
920,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2,169
921,Hulimavu,1758.0,3.0,65.0,3,94
922,Banaswadi,1145.0,2.0,55.0,2,29
923,Hormavu,1180.0,2.0,50.0,2,89
924,others,1260.0,2.0,58.0,2,211
925,Yelahanka,5186.0,2.0,173.0,4,207
926,Arekere,1190.0,2.0,55.0,2,18
927,Kogilu,1140.0,2.0,50.66,2,129
928,others,1250.0,2.0,65.0,2,211
929,others,1225.0,2.0,48.0,2,211
930,Kereguddadahalli,800.0,2.0,28.0,2,125
931,Anekal,925.0,2.0,40.0,2,15
932,others,2000.0,3.0,100.0,3,211
933,Frazer Town,1510.0,2.0,75.0,3,68
934,Marathahalli,1530.0,3.0,74.5,3,146
935,Old Madras Road,1350.0,3.0,58.99,3,162
936,Kengeri,726.0,2.0,31.0,2,123
937,Begur Road,1200.0,2.0,45.0,2,36
938,Nagavarapalya,980.0,2.0,37.0,2,157
939,Uttarahalli,993.0,2.0,39.71,2,197
940,7th Phase JP Nagar,1300.0,2.0,52.0,3,5
941,Vittasandra,1743.0,3.0,85.0,3,204
942,Sarjapur,950.0,2.0,32.5,2,176
943,Electronic City Phase II,972.0,2.0,44.0,2,66
944,Marathahalli,1840.0,3.0,98.0,3,146
945,others,2400.0,2.0,95.0,2,211
946,others,1045.0,2.0,42.0,2,211
947,Doddakallasandra,1360.0,2.0,54.39,3,61
948,BTM Layout,1150.0,2.0,63.0,2,21
949,others,1115.0,2.0,56.87,2,211
950,Jigani,920.0,2.0,46.0,2,101
951,Bommasandra Industrial Area,1030.0,2.0,41.0,2,45
952,Uttarahalli,1045.0,2.0,45.0,2,197
953,Subramanyapura,1277.0,2.0,55.0,2,187
954,others,1690.0,3.0,75.0,3,211
955,Yelahanka,3042.0,4.0,131.0,4,207
956,others,1068.0,2.0,40.05,2,211
957,Kanakpura Road,1135.0,2.0,58.0,2,115
958,Begur Road,1615.0,3.0,60.0,3,36
959,others,650.0,1.0,26.0,1,211
960,Kaggadasapura,1150.0,2.0,42.0,2,106
961,others,1410.0,2.0,45.12,3,211
962,Arekere,600.0,1.0,28.0,1,18
963,Koramangala,1600.0,3.0,88.0,3,131
964,GM Palaya,1000.0,2.0,36.0,2,69
965,others,1130.0,3.0,38.0,3,211
966,Vittasandra,1238.0,2.0,67.0,2,204
967,Kudlu Gate,1364.0,2.0,46.38,3,135
968,others,900.0,2.0,45.0,2,211
969,Kogilu,1200.0,2.0,53.33,2,129
970,Kanakapura,1020.0,2.0,42.83,2,114
971,others,1550.0,2.0,70.0,3,211
972,5th Phase JP Nagar,1440.0,2.0,60.0,2,3
973,Sarjapura - Attibele Road,1329.0,2.0,45.95,3,178
974,others,916.0,2.0,42.0,2,211
975,others,1358.0,3.0,50.0,3,211
976,Hoodi,1050.0,2.0,50.0,2,86
977,Bhoganhalli,1718.0,3.0,90.2,3,39
978,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3,169
979,5th Block Hbr Layout,1206.0,2.0,56.0,2,2
980,Hebbal,1075.0,2.0,52.0,2,81
981,Nagavara,2172.65,3.0,120.0,4,156
982,CV Raman Nagar,740.0,2.0,37.0,2,48
983,Uttarahalli,850.0,2.0,37.93,2,197
984,Sonnenahalli,896.0,2.0,43.75,2,186
985,Vijayanagar,1180.0,2.0,65.0,2,201
986,others,850.0,2.0,33.0,2,211
987,Anekal,530.0,1.0,18.0,1,15
988,Bellandur,2025.0,4.0,109.0,4,37
989,others,500.0,1.0,20.0,1,211
990,others,1146.0,2.0,38.5,2,211
991,Abbigere,765.0,2.0,30.0,1,9
992,Gottigere,1600.0,2.0,55.0,3,72
993,Kasavanhalli,1980.0,3.0,88.0,3,118
994,others,1265.0,2.0,70.0,2,211
995,Bommasandra,1034.0,2.0,40.0,2,44
996,Electronic City,1070.0,2.0,54.0,2,65
997,5th Block Hbr Layout,1270.0,2.0,70.0,3,2
998,Mysore Road,883.0,2.0,40.0,2,151
999,Yeshwanthpur,671.0,1.0,36.85,1,210
1000,Ramagondanahalli,1635.0,3.0,62.0,3,171
1001,Budigere,1139.0,2.0,62.0,2,47
1002,CV Raman Nagar,1230.0,3.0,47.0,2,48
1003,others,581.91,2.0,25.0,1,211
1004,Electronics City Phase 1,1350.0,3.0,55.0,3,67
1005,Akshaya Nagar,1600.0,2.0,65.0,3,10
1006,Horamavu Banaswadi,1307.0,2.0,51.6,2,88
1007,7th Phase JP Nagar,1050.0,2.0,57.0,3,5
1008,Kaggalipura,1210.0,2.0,58.0,3,107
1009,Electronic City,1025.0,2.0,29.6,2,65
1010,7th Phase JP Nagar,1343.0,2.0,56.41,3,5
1011,R.T. Nagar,1560.0,3.0,85.0,3,167
1012,others,925.0,2.0,51.0,2,211
1013,Kanakpura Road,1420.0,2.0,75.0,3,115
1014,others,1210.0,2.0,60.0,2,211
1015,Hoskote,1250.0,3.0,50.0,3,92
1016,others,1150.0,2.0,40.25,2,211
1017,Jakkur,1100.0,2.0,53.35,2,98
1018,Bellandur,1398.0,3.0,68.0,3,37
1019,Magadi Road,1322.0,2.0,58.82,3,142
1020,others,1100.0,2.0,55.0,2,211
1021,Sarjapur,1285.0,2.0,68.0,3,176
1022,Thanisandra,1430.0,2.0,56.0,3,191
1023,Marathahalli,1350.0,2.0,62.0,3,146
1024,Thubarahalli,1185.0,2.0,65.0,2,193
1025,Bannerghatta Road,1760.0,3.0,67.0,3,32
1026,Kanakpura Road,900.0,2.0,41.0,2,115
1027,Ramamurthy Nagar,950.0,2.0,50.79,2,172
1028,BTM 2nd Stage,950.0,2.0,52.0,2,20
1029,Yeshwanthpur,1902.5,2.0,95.815,2,210
1030,Electronic City Phase II,1031.0,2.0,55.0,2,66
1031,Ananth Nagar,1109.0,2.0,60.0,2,14
1032,Whitefield,950.0,1.0,50.0,1,205
1033,Electronic City Phase II,1003.0,2.0,40.6,2,66
1034,9th Phase JP Nagar,1080.0,2.0,37.0,2,7
1035,Banaswadi,1250.0,2.0,60.0,2,29
1036,Ramamurthy Nagar,1200.0,2.0,66.0,3,172
1037,Bommasandra Industrial Area,1320.0,2.0,38.12,3,45
1038,Uttarahalli,1330.0,2.0,47.0,3,197
1039,Kaikondrahalli,1220.0,3.0,56.0,3,108
1040,Electronic City,1111.0,3.0,50.0,3,65
1041,Kothannur,1197.0,2.0,47.88,2,132
1042,Kudlu Gate,1238.0,2.0,55.0,2,135
1043,7th Phase JP Nagar,1405.0,2.0,59.01,3,5
1044,Doddaballapur,1690.0,3.0,80.0,4,60
1045,Margondanahalli,1090.0,2.0,58.0,2,147
1046,Varthur,1112.0,2.0,40.0,2,198
1047,Marathahalli,1385.0,2.0,66.65,3,146
1048,Kanakpura Road,1160.0,1.0,36.29,1,115
1049,Kanakpura Road,1080.0,2.0,37.8,2,115
1050,Kengeri Satellite Town,1050.0,2.0,43.0,2,124
1051,Banashankari Stage VI,4800.0,4.0,190.0,4,28
1052,others,1560.0,3.0,85.0,3,211
1053,Whitefield,3584.0,4.0,199.0,4,205
1054,9th Phase JP Nagar,1035.0,2.0,45.0,2,7
1055,Kammanahalli,1160.0,2.0,52.0,2,112
1056,Jakkur,1100.0,2.0,52.0,2,98
1057,Horamavu Agara,1170.0,2.0,38.0,2,87
1058,Bannerghatta Road,595.0,1.0,31.83,1,32
1059,others,1375.0,2.0,48.06,3,211
1060,Ramagondanahalli,1235.0,2.0,46.8,2,171
1061,others,750.0,1.0,25.0,1,211
1062,others,1270.0,2.0,50.79,3,211
1063,Bannerghatta Road,1105.0,2.0,51.0,2,32
1064,Attibele,2168.0,4.0,95.0,4,19
1065,Yelahanka,1065.0,2.0,40.84,2,207
1066,Whitefield,825.0,1.0,45.0,1,205
1067,others,1095.0,2.0,40.0,2,211
1068,others,1440.0,2.0,60.33,3,211
1069,Electronic City,870.0,2.0,39.5,2,65
1070,others,1200.0,2.0,49.5,2,211
1071,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3,169
1072,Padmanabhanagar,1708.0,2.0,90.5,3,163
1073,others,975.0,2.0,43.0,2,211
1074,KR Puram,750.0,2.0,25.0,2,103
1075,Thanisandra,1183.0,2.0,58.56,2,191
1076,Mico Layout,1550.0,2.0,65.0,3,148
1077,Kaggadasapura,1110.0,2.0,53.0,2,106
1078,Kaggadasapura,1105.0,2.0,38.67,2,106
1079,Anekal,1800.0,3.0,68.0,3,15
1080,Bommanahalli,1000.0,2.0,29.9,2,43
1081,Sarjapur  Road,1929.0,4.0,103.0,3,177
1082,others,900.0,2.0,42.0,2,211
1083,Sarjapur  Road,1155.0,2.0,58.0,2,177
1084,Seegehalli,1525.0,3.0,65.0,3,180
